perfume_id,sentence_no,sentence,batch,src_file
1485,2,진하고 달콤한 장미보다 맑고 은은한 꽃향을 원해. 우아하면서도 부담 없이 데일리로 쓸 수 있으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
1485,3,깨끗하고 여성스러운 꽃다발 같은 향이면 좋겠어. 장미가 자연스럽게 느껴지고 부드럽고 여리여리했으면 해.,3,32_evalset_batch3_generated_B.csv
1673,1,비 오는 날 잘 어울리는 남성적인 향을 찾고 있어. 후추처럼 알싸한 향과 젖은 나무 느낌이 함께 나면 좋겠어.,2,32_evalset_batch2_generated_B.csv
1673,2,봄이나 가을에 쓸 독특한 나무 향이면 좋겠어. 가벼운 감귤로 시작해서 매콤한 나무 향으로 이어졌으면 해.,2,32_evalset_batch2_generated_B.csv
1673,3,포근하지만 평범하지 않은 남자 향을 원해. 은은한 상큼함에 후추와 나무 냄새가 섞여 기억에 남았으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
1681,1,격식 있는 자리에도 평소에도 쓸 수 있는 깔끔한 향을 찾고 있어. 감귤과 비누 향에 은은한 꽃향이면 좋겠어.,2,32_evalset_batch2_generated_B.csv
1681,2,고전적이고 단정한 분위기의 향이면 좋겠어. 상쾌한 감귤로 시작해서 보송한 꽃향으로 이어졌으면 해.,2,32_evalset_batch2_generated_B.csv
1681,3,남녀 모두 쓸 수 있지만 살짝 중후한 느낌이면 좋겠어. 깨끗한 비누 향과 가벼운 꽃향이 어우러졌으면 해.,2,32_evalset_batch2_generated_B.csv
1953,1,가죽 향을 좋아하지만 너무 거칠지 않은 걸 찾고 있어. 처음은 야성적이어도 나중에는 부드럽고 포근했으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
1953,2,평범하지 않고 이야기가 느껴지는 향이면 좋겠어. 오래된 가죽과 마른 풀 같은 느낌 뒤에 편안함이 남았으면 해.,1,32_evalset_batch1_generated_B.csv
1953,3,남녀 구분 없이 쓸 수 있는 독특한 가죽 향을 원해. 처음엔 거칠고 동물적인데 점점 부드러워지면 좋겠어.,1,32_evalset_batch1_generated_B.csv
2072,1,귀엽고 여성스러운 디저트 같은 향을 찾고 있어. 따뜻하고 달콤하면서 데이트할 때 잘 어울렸으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
2072,2,장난스럽고 사랑스러운 분위기의 단향이면 좋겠어. 포근한 디저트 냄새처럼 달콤하지만 매력적이었으면 해.,2,32_evalset_batch2_generated_B.csv
2072,3,차갑고 상쾌한 향보다 따뜻한 단향을 원해. 맛있는 간식이 떠오르면서 여성스럽고 발랄했으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
2802,1,매일 쓰기 좋은 시원하고 깨끗한 향을 찾고 있어. 비누 같은 첫 향에 포근한 살냄새가 이어졌으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
2802,2,남녀 구분 없이 쓸 수 있는 맑은 향이면 좋겠어. 씻고 나온 듯 산뜻하면서 시간이 지나면 깊어졌으면 해.,3,32_evalset_batch3_generated_B.csv
2802,3,흔한 비누 향보다 조금 독특한 깨끗한 향을 원해. 차분하고 시원하면서 보송한 살결 느낌도 있었으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
3116,1,봄날 아침의 젖은 잔디 같은 향을 찾고 있어. 풋풋한 감귤과 재스민이 섞이고 전체적으로 시원했으면 해.,3,32_evalset_batch3_generated_B.csv
3116,2,"달콤한 향보다 초록빛이 강한 향을 원해. 이슬 맺힌 풀과 상큼한 과일, 맑은 꽃향이 함께 났으면 좋겠어.",3,32_evalset_batch3_generated_B.csv
3116,3,봄여름에 가볍게 쓸 여성스러운 향이면 좋겠어. 풀잎처럼 싱그럽고 재스민 향이 촉촉하게 느껴졌으면 해.,3,32_evalset_batch3_generated_B.csv
3166,1,라벤더 향이 또렷하면서 은은하게 달콤한 향을 찾고 있어. 차분하고 고전적인 분위기면 좋겠어.,3,32_evalset_batch3_generated_B.csv
3166,2,자연스러운 라벤더에 부드러운 바닐라가 섞인 향이면 좋겠어. 너무 화려하지 않고 편안했으면 해.,3,32_evalset_batch3_generated_B.csv
3166,3,옛날 향수 같은 우아한 느낌을 원해. 라벤더와 포근한 단향이 중심이고 살짝 보송한 느낌도 괜찮아.,3,32_evalset_batch3_generated_B.csv
3247,1,여름에 마음이 편안해지는 깨끗한 향을 찾고 있어. 맑고 산뜻하면서 여성스럽고 차분한 분위기면 좋겠어.,2,32_evalset_batch2_generated_B.csv
3247,2,복잡하거나 화려하지 않은 향이면 좋겠어. 갓 씻은 듯 깨끗하고 부드러우면서 편안한 느낌을 원해.,2,32_evalset_batch2_generated_B.csv
3247,3,더운 날 조용하게 쓰기 좋은 향을 찾고 있어. 가볍고 청초하면서 향을 맡으면 기분이 차분해졌으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
3976,1,데이트할 때 쓸 부드러운 꽃향을 찾고 있어. 흔한 장미 향과는 다르고 남녀 모두 자연스럽게 쓸 수 있으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
3976,2,기분을 밝게 바꿔주는 은은한 꽃향이면 좋겠어. 화려하기보다 차분하고 독특해서 기억에 남았으면 해.,4,32_evalset_batch4_generated_B.csv
3976,3,평범한 꽃향이 싫은 사람도 좋아할 만한 향을 원해. 부드럽고 은은하면서 시간이 지나며 분위기가 변했으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
4575,1,"어둡고 신비로운 향을 찾고 있어. 가죽과 나무, 약초 같은 향이 섞이고 끝에는 달콤한 나무진 느낌이 남으면 좋겠어.",1,32_evalset_batch1_generated_B.csv
4575,2,처음엔 탄 나무나 연기처럼 거칠어도 괜찮아. 시간이 지나면서 부드럽고 달큰한 수지 향으로 변했으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
4575,3,"숲속 오래된 가죽 가방 같은 묵직한 향을 원해. 흙과 약초, 연기 느낌이 있으면서 따뜻한 단맛도 있었으면 해.",1,32_evalset_batch1_generated_B.csv
4922,1,달콤한 장미 향을 찾고 있는데 너무 무겁지 않았으면 해. 보송한 느낌과 은은한 향신료가 함께 나면 좋겠어.,2,32_evalset_batch2_generated_B.csv
4922,2,이국적이면서도 우아한 꽃향이면 좋겠어. 부드러운 장미에 살짝 매콤한 느낌이 있고 전체적으로 밝았으면 해.,2,32_evalset_batch2_generated_B.csv
4922,3,여성스럽지만 남자가 써도 어색하지 않은 장미 향을 원해. 달큰하고 가벼우면서 세련된 향신료 느낌도 있었으면 해.,2,32_evalset_batch2_generated_B.csv
5581,1,가을이나 겨울에 쓸 독특한 향을 찾고 있어. 새콤하고 과즙감이 있으면서 흔하지 않고 존재감도 강했으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
5581,2,남녀 구분 없이 쓸 수 있고 평범하지 않은 향이면 좋겠어. 톡 쏘는 과일 느낌과 묵직한 분위기가 같이 났으면 해.,1,32_evalset_batch1_generated_B.csv
5581,3,단순히 달거나 깨끗한 향 말고 여러 느낌이 겹치는 향을 원해. 차갑고 새콤한 과즙감에 깊이도 있었으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
6097,1,단순하지만 기분 좋은 달콤한 향을 찾고 있어. 따뜻한 나무 냄새와 포근한 살냄새가 진하게 느껴지면 좋겠어.,1,32_evalset_batch1_generated_B.csv
6097,2,비싸 보이면서 어렵지 않은 향이면 좋겠어. 부드러운 나무 향에 따뜻하고 달큰한 살냄새가 섞였으면 해.,1,32_evalset_batch1_generated_B.csv
6097,3,약간 고전적인 분위기도 괜찮으니 편안하고 포근한 향을 원해. 나무와 살결 같은 따뜻한 향이 중심이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
6693,1,상큼한 사과 향이 확실하게 나면서 여성스럽고 예쁜 느낌의 향을 찾고 있어. 꽃향도 화사하게 섞이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
6693,2,과일향 중심인데 너무 어린 느낌은 싫어. 아삭한 사과와 풍성한 꽃향이 어우러지는 밝은 향이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
6693,3,기분 좋아지는 달콤한 과일 향을 원해. 사과가 중심이고 시간이 지나면 깨끗한 꽃비누 같은 느낌이 나면 좋겠어.,1,32_evalset_batch1_generated_B.csv
6759,1,첫 향은 깨끗하고 상쾌하면서 시간이 지나면 은근히 달콤해지는 남성적인 향을 찾고 있어.,1,32_evalset_batch1_generated_B.csv
6759,2,너무 세게 남성성을 드러내지 않는 향이면 좋겠어. 단정하고 산뜻하면서 부드러운 단맛이 살짝 있었으면 해.,1,32_evalset_batch1_generated_B.csv
6759,3,평범한 남자 향수 느낌은 피하고 싶어. 맑고 깨끗하게 시작하면서 차분한 달콤함이 이어지는 향이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
8700,1,한여름에 쓰기 좋은 생생한 오렌지 향을 찾고 있어. 갓 자른 붉은 오렌지와 허브 향이 자연스럽게 느껴지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
8700,2,더운 날 기분 전환되는 상큼한 향이면 좋겠어. 달지 않은 오렌지 과즙에 바질 같은 초록 향이 살짝 있었으면 해.,4,32_evalset_batch4_generated_B.csv
8700,3,여름 오후처럼 밝고 따뜻한 향을 원해. 실제 오렌지 껍질 같은 향과 싱그러운 허브 느낌이 함께 나면 좋겠어.,4,32_evalset_batch4_generated_B.csv
9558,1,밤에 쓸 강렬하고 존재감 있는 향을 찾고 있어. 묵직하고 풍부하면서 사람들 시선을 끌 만한 느낌이면 좋겠어.,3,32_evalset_batch3_generated_B.csv
9558,2,조용한 향보다 확실히 눈에 띄는 향을 원해. 밤 외출에 잘 어울리고 깊고 진한 분위기였으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
9558,3,더운 낮보다는 선선한 밤에 어울리는 향이면 좋겠어. 진하고 고급스러우면서 자신감 있는 느낌을 원해.,3,32_evalset_batch3_generated_B.csv
10131,1,깨끗한 살냄새인데 어딘가 어두운 향을 찾고 있어. 차갑고 인공적인 느낌이 있으면서 묘하게 섹시했으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
10131,2,평범한 비누 향 말고 도시적인 향을 원해. 깨끗한 피부 느낌에 잡지 종이나 차가운 공기 같은 분위기가 있었으면 해.,4,32_evalset_batch4_generated_B.csv
10131,3,몽환적이고 조금 낯선 깨끗한 향이면 좋겠어. 보송한 살냄새와 차갑고 어두운 느낌이 같이 났으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
11238,1,가을에 따뜻하게 마시는 계피차 같은 향을 찾고 있어. 말린 과일의 단맛과 은은한 술 향이 함께 났으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
11238,2,"남녀 모두 쓰기 좋은 포근한 가을 향이면 좋겠어. 달콤한 술과 계피, 말린 과일이 자연스럽게 어우러졌으면 해.",2,32_evalset_batch2_generated_B.csv
11238,3,쌀쌀한 날 편안하게 느껴지는 단향을 원해. 따뜻한 차처럼 부드럽고 달큰하면서 살짝 술기운이 느껴지면 좋겠어.,2,32_evalset_batch2_generated_B.csv
11560,1,아몬드와 바닐라가 은은하게 섞인 향을 찾고 있어. 아기 분 냄새처럼 포근하고 부드러웠으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
11560,2,강한 향보다 살결 가까이에서 느껴지는 향이 좋아. 고소한 아몬드와 달콤한 바닐라가 가볍게 났으면 해.,4,32_evalset_batch4_generated_B.csv
11560,3,옛날 화장대가 떠오르는 여성스러운 향을 원해. 아몬드와 바닐라가 부드럽고 보송하게 느껴졌으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
12109,1,봄에 쓰기 좋은 여성스럽고 화사한 향을 찾고 있어. 장미와 은방울꽃이 맑게 느껴지고 전체적으로 깨끗했으면 해.,2,32_evalset_batch2_generated_B.csv
12109,2,낮에 편하게 뿌릴 밝은 꽃향이면 좋겠어. 상큼한 과일 느낌과 부드러운 장미 향이 자연스럽게 섞였으면 해.,2,32_evalset_batch2_generated_B.csv
12109,3,너무 달거나 진하지 않은 우아한 향을 원해. 봄꽃처럼 산뜻하고 깨끗하면서 여성스러운 분위기였으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
13737,1,고급스럽고 단정한 상쾌한 향을 찾고 있어. 초록 잎 같은 싱그러움과 면도 크림 같은 깨끗함이 있었으면 해.,3,32_evalset_batch3_generated_B.csv
13737,2,격식 있는 자리에도 어울리는 깔끔한 향이면 좋겠어. 푸릇하고 신선하면서 살짝 중후한 분위기를 원해.,3,32_evalset_batch3_generated_B.csv
13737,3,너무 젊고 가벼운 향보다 성숙하고 세련된 향을 원해. 깨끗하고 초록빛 느낌이 선명했으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
14649,1,봄여름 낮에 쓸 산뜻한 꽃향을 찾고 있어. 자몽처럼 톡 튀는 상큼함에 맑은 재스민 향이 섞이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
14649,2,초록 잎을 스친 듯 깨끗하고 생기 있는 향이면 좋겠어. 새콤한 과일과 가벼운 흰 꽃향이 함께 났으면 해.,1,32_evalset_batch1_generated_B.csv
14649,3,답답한 꽃향 말고 바람처럼 가볍고 밝은 향을 원해. 상큼한 자몽에 싱그러운 풀과 꽃 느낌이 있었으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
14694,1,출근할 때 쓰기 좋은 부드러운 꽃향을 찾고 있어. 오렌지꽃과 작약이 화사하면서 깨끗하게 느껴지면 좋겠어.,2,32_evalset_batch2_generated_B.csv
14694,2,매일 부담 없이 쓸 여성스러운 향이면 좋겠어. 은은한 꽃다발 느낌에 살짝 톡 쏘는 향이 섞였으면 해.,2,32_evalset_batch2_generated_B.csv
14694,3,진한 꽃향보다 산뜻하고 단정한 향을 원해. 부드러운 오렌지꽃에 밝은 작약 느낌이 자연스럽게 어우러졌으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
15130,1,고풍스럽고 화려한 분위기의 향을 찾고 있어. 따뜻하고 달콤한데 연기와 촛농 같은 묘한 느낌도 있었으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
15130,2,오래된 궁전처럼 웅장하고 신비로운 향이면 좋겠어. 부드러운 단향에 먹물이나 연기 같은 어두운 느낌을 원해.,1,32_evalset_batch1_generated_B.csv
15130,3,깔끔하고 현대적인 향보다 진하고 몽환적인 향이 좋아. 달콤하고 포근하면서 살짝 먼지 낀 듯한 분위기도 괜찮아.,1,32_evalset_batch1_generated_B.csv
15291,1,깨끗하고 여성스러운 꽃향을 찾고 있어. 화장한 뒤의 보송한 분 냄새처럼 부드럽고 단정했으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
15291,2,순하고 우아한 분위기의 향이면 좋겠어. 은은한 꽃향에 갓 씻은 듯한 깨끗함과 보송한 느낌이 있었으면 해.,2,32_evalset_batch2_generated_B.csv
15291,3,너무 화려하거나 섹시하지 않은 향을 원해. 청초한 꽃향과 부드러운 분 냄새가 자연스럽게 어우러졌으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
16657,1,밤에 놀러 갈 때 쓸 달콤하고 강렬한 향을 찾고 있어. 사람들 사이에서도 존재감 있고 매력적이면 좋겠어.,2,32_evalset_batch2_generated_B.csv
16657,2,친구 만나거나 술자리에서 쓰기 좋은 향이면 좋겠어. 부드럽게 달콤하면서도 밝고 자신감 있는 느낌을 원해.,2,32_evalset_batch2_generated_B.csv
16657,3,너무 점잖은 향보다는 젊고 눈에 띄는 향을 원해. 달달하면서 활기차고 밤에 잘 어울렸으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
17140,1,여름 낮에 가볍게 뿌릴 건데 시원하고 깨끗한 코코넛 향이 나면서 너무 진하지 않았으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
17140,2,휴양지 느낌의 산뜻한 코코넛 향을 찾고 있어. 달콤하더라도 끈적하거나 무겁지 않은 향이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
17140,3,복잡하게 변하는 향보다 처음부터 끝까지 깔끔한 향이 좋아. 상쾌한 코코넛 향이 중심이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
17665,1,추운 날 격식 있는 자리에 쓸 남성적인 향을 찾고 있어. 술 향이 진하고 깊으면서 고급스럽게 느껴지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
17665,2,정장에 잘 어울리는 성숙한 향이면 좋겠어. 달콤한 술기운과 묵직한 분위기가 있고 너무 가볍지 않았으면 해.,4,32_evalset_batch4_generated_B.csv
17665,3,겨울 저녁에 쓸 클래식한 남자 향을 원해. 진한 술 향을 중심으로 따뜻하고 값비싸 보이는 느낌이면 좋겠어.,4,32_evalset_batch4_generated_B.csv
18272,1,햇살 좋은 여름날 같은 화사한 향을 찾고 있어. 배와 감귤의 상큼함에 인동꽃과 오렌지꽃이 섞였으면 해.,3,32_evalset_batch3_generated_B.csv
18272,2,기분이 밝아지는 가벼운 꽃과일 향이면 좋겠어. 달콤한 배 향과 흰 꽃이 반짝이듯 느껴졌으면 해.,3,32_evalset_batch3_generated_B.csv
18272,3,여름에 쓰기 좋은 여성스러운 향을 원해. 과일주스 같은 상큼함에 오렌지꽃 향이 산뜻하게 이어졌으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
22477,1,비 온 뒤 소나무 숲에 들어간 것 같은 향을 찾고 있어. 솔잎과 풀 냄새에 딸기 같은 단맛이 살짝 있었으면 해.,2,32_evalset_batch2_generated_B.csv
22477,2,실제 숲처럼 생생한 향이면 좋겠어. 젖은 소나무와 허브 느낌이 중심이고 붉은 과일의 달콤함이 섞였으면 해.,2,32_evalset_batch2_generated_B.csv
22477,3,어릴 때 산에서 놀던 기억이 떠오르는 향을 원해. 푸른 소나무 냄새에 새콤달콤한 딸기가 은근히 느껴지면 좋겠어.,2,32_evalset_batch2_generated_B.csv
23480,1,달콤한 바닐라에 잘 익은 자두 향이 섞인 향수를 찾고 있어. 여성스럽고 매혹적이지만 너무 무겁진 않았으면 해.,1,32_evalset_batch1_generated_B.csv
23480,2,매일 쓰기 좋은 과일 단향을 원해. 촉촉한 자두와 부드러운 바닐라가 어우러지고 살결처럼 포근하면 좋겠어.,1,32_evalset_batch1_generated_B.csv
23480,3,흔한 바닐라 향보다 조금 독특했으면 해. 달콤한 자두 과즙이 먼저 느껴지고 부드러운 단향으로 이어지면 좋겠어.,1,32_evalset_batch1_generated_B.csv
25864,1,달콤한 꽃향에 과일 느낌이 섞인 향을 찾고 있어. 신선하면서도 크림처럼 부드럽고 신비로운 분위기면 좋겠어.,2,32_evalset_batch2_generated_B.csv
25864,2,깨끗하고 편하게 쓸 수 있지만 평범하진 않은 향이면 좋겠어. 달큰한 꽃향과 보송한 느낌이 함께 났으면 해.,2,32_evalset_batch2_generated_B.csv
25864,3,화사한 과일꽃 향을 좋아하는데 너무 가볍진 않았으면 해. 따뜻하고 부드러우면서 은근히 몽환적이면 좋겠어.,2,32_evalset_batch2_generated_B.csv
25967,1,처음 향수를 쓰는 사람도 부담 없이 쓸 향을 찾고 있어. 사계절 어디서나 잘 어울리고 호불호가 적었으면 해.,3,32_evalset_batch3_generated_B.csv
25967,2,출근이나 데이트 등 상황 가리지 않고 쓸 향이면 좋겠어. 세련되고 무난해서 주변 사람들이 편하게 느꼈으면 해.,3,32_evalset_batch3_generated_B.csv
25967,3,한 병으로 계절 상관없이 쓰기 좋은 향을 원해. 너무 독특하거나 어렵지 않고 깔끔하고 대중적이면 좋겠어.,3,32_evalset_batch3_generated_B.csv
29105,1,따뜻한 계절에 쓰기 좋은 달콤한 과일 향을 찾고 있어. 귀엽고 발랄하면서 포근한 느낌도 있었으면 해.,3,32_evalset_batch3_generated_B.csv
29105,2,너무 성숙한 향보다 젊고 장난스러운 분위기를 원해. 달달한 과일 향이 중심이고 따뜻하게 느껴졌으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
29105,3,여성스럽고 사랑스러운 과일 향이면 좋겠어. 상큼함과 달콤함이 같이 있고 너무 무겁지 않았으면 해.,3,32_evalset_batch3_generated_B.csv
30544,1,산뜻하고 깔끔한데 너무 흔하지 않은 향을 찾고 있어. 무화과 같은 풋풋한 느낌이 은근하게 들어가면 좋겠어.,1,32_evalset_batch1_generated_B.csv
30544,2,남자가 데일리로 쓰기 좋은 깨끗한 향이면 좋겠어. 신선한 느낌 속에 약간 독특한 무화과 향도 있었으면 해.,1,32_evalset_batch1_generated_B.csv
30544,3,가볍게 쓰기 좋으면서 향 조합은 평범하지 않았으면 해. 푸릇하고 부드러운 과일 느낌이 섞인 향을 찾고 있어.,1,32_evalset_batch1_generated_B.csv
30624,1,잘 익은 패션프루트처럼 새콤달콤한 향을 찾고 있어. 열대 과일 느낌에 부드럽고 깨끗한 분위기도 있었으면 해.,2,32_evalset_batch2_generated_B.csv
30624,2,평범한 과일 향보다 조금 성숙한 느낌을 원해. 진한 열대 과즙에 꽃과 감귤 향이 자연스럽게 섞였으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
