surface_form,word,label,origin,label_note
이불,버개홑이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,벼개홑이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,비개이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,비개홑이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,소개이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,소게이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,소캐이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,손이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,솜이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,이불감,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,이불로,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,이불요,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,이불자리,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,이불장,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,차렵이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,초꽂이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,하불이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,헤치이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,헤칭이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,호부이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,호불이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
이불,홑이불,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
이불,횥이불,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
침대,받침대,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
침대,씰리침대,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
침대,에이스침대,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
침대,침대보,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
침대,침대차,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
침대,침대칸,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
빨래,빨래감,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
빨래,빨래건조대,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
빨래,빨래밭,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
빨래,빨래사분,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
빨래,빨래줄,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
빨래,빨래집게,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
빨래,빨래터,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
빨래,빨래판,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
빨래,서답빨래,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
세탁,돈세탁,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
세탁,세탁공,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
세탁,세탁기,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
세탁,세탁물,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
세탁,세탁베누,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
세탁,세탁부,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
세탁,세탁비누,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
세탁,세탁소,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
세탁,세탁실,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
산림,산림경제,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림교육원,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림녹화,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림동물원,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림령,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
산림,산림박물관,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림법,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림조합,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림철도,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림청,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
산림,산림청장,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
분내,도분내,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
잔디,금잔디,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,김잔디,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
잔디,꽃잔디,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,뗏잔디,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,우산잔디,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,우산잔디족,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
잔디,인조잔디,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,잔디기,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
잔디,잔디디,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
잔디,잔디밭,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,잔디속,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,잔디족,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
잔디,콧잔디,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
초록,그초록,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
초록,설초록,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
초록,연초록,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
초록,진초록,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
초록,초록마을,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
초록,초록물고기,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
초록,초록봉,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
초록,초록빛,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
초록,초록색,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
초록,초록실말과,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
초록,초록실말목,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
껍질,겉껍질,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
껍질,껍질눈,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
껍질,껕껍질,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
껍질,나무껍질,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
껍질,눈껍질,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
껍질,베개껍질,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
껍질,속껍질,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
껍질,조개껍질,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
껍질,주지껍질,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
껍질,주질껍질,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
