query_id,arm,perfume_id,sentence_no,sentence,batch,raw_response,parsed,status,error,attempts,prompt_tokens,completion_tokens,latency_seconds,model_name,prompt_version,prompt_sha256,run_timestamp
A-57-2,A,57,2,가볍고 깔끔한 감귤 향을 찾고 있어. 살짝 알싸하면서 초록 잎 같은 싱그러움도 있었으면 좋겠어.,3,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""가볍고 깔끔한 감귤 향"",
    ""살짝 알싸한 느낌"",
    ""초록 잎 같은 싱그러움""
  ]
}","{""scent_preference"": [""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""가볍고 깔끔한 감귤 향"", ""살짝 알싸한 느낌"", ""초록 잎 같은 싱그러움""]}",ok,,1,638,113,1.601,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:00.293986+00:00
A-57-3,A,57,3,더운 날 쓰기 좋은 산뜻한 향이면 좋겠어. 상큼한 과일 향이 중심이고 나무 냄새는 가볍게만 원해.,3,"{
  ""scent_preference"": [""citrus"", ""fruit""],
  ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""산뜻한 향"", ""상큼한 과일 향이 중심"", ""나무 냄새는 가볍게만""]
}","{""scent_preference"": [""citrus"", ""fruit""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""산뜻한 향"", ""상큼한 과일 향이 중심"", ""나무 냄새는 가볍게만""]}",ok,,1,638,94,1.535,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:01.829193+00:00
A-271-1,A,271,1,향긋한 허브와 달콤한 과일 향이 풍성했으면 좋겠어. 꽃과 약초 같은 싱그러운 느낌도 함께 원해.,3,"{
  ""scent_preference"": [
    ""herbal"",
    ""fruity"",
    ""floral"",
    ""fresh""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""향긋한"",
    ""달콤한"",
    ""풍성했으면 좋겠어"",
    ""꽃과 약초 같은 싱그러운 느낌""
  ]
}","{""scent_preference"": [""herbal"", ""fruity"", ""floral"", ""fresh""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""향긋한"", ""달콤한"", ""풍성했으면 좋겠어"", ""꽃과 약초 같은 싱그러운 느낌""]}",ok,,1,638,127,1.664,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:03.493682+00:00
A-271-2,A,271,2,과일과 꽃이 섞인 밝은 향을 찾고 있어. 풋풋한 허브 냄새가 선명하고 은근한 단향도 있었으면 좋겠어.,3,"{
  ""scent_preference"": [
    ""fruit"",
    ""flower"",
    ""herb""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""bright scent"",
    ""fresh and crisp herb smell"",
    ""subtle one-note scent""
  ]
}","{""scent_preference"": [""fruit"", ""flower"", ""herb""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""bright scent"", ""fresh and crisp herb smell"", ""subtle one-note scent""]}",ok,,1,642,105,2.597,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:06.090893+00:00
A-271-3,A,271,3,싱그러운 정원 같은 향이면 좋겠어. 달콤한 과일과 꽃 향이 나면서 약초 같은 자연스러움도 원해.,3,"{
  ""scent_preference"": [""fruity"", ""flower"", ""herbal""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""싱그러운 정원 같은 향"", ""달콤한 과일과 꽃 향"", ""약초 같은 자연스러움""]
}","{""scent_preference"": [""fruity"", ""flower"", ""herbal""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""싱그러운 정원 같은 향"", ""달콤한 과일과 꽃 향"", ""약초 같은 자연스러움""]}",ok,,1,635,105,2.364,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:08.454529+00:00
A-284-1,A,284,1,하얀 꽃 향이 진하고 나무 냄새도 꽤 묵직했으면 좋겠어. 처음에는 감귤처럼 상큼하고 밝게 시작하면 해.,2,"{
  ""scent_preference"": [""White floral"", ""woody"", ""citrus""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""진하고 묵직했으면 좋겠어"", ""처음에는 감귤처럼 상큼하고 밝게 시작""]
}","{""scent_preference"": [""White floral"", ""woody"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""진하고 묵직했으면 좋겠어"", ""처음에는 감귤처럼 상큼하고 밝게 시작""]}",ok,,1,640,95,1.413,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:09.867953+00:00
A-284-2,A,284,2,화사한 꽃 향과 차분한 나무 향이 같이 나는 향을 원해. 레몬 같은 산뜻함과 노란 꽃 느낌도 있었으면 좋겠어.,2,"{
  ""scent_preference"": [
    ""Rose"",
    ""Citrus"",
    ""woody""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""화사한 꽃 향과 차분한 나무 향이 같이 나는 향"",
    ""레몬 같은 산뜻함"",
    ""노란 꽃 느낌""
  ]
}","{""scent_preference"": [""Rose"", ""Citrus"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""화사한 꽃 향과 차분한 나무 향이 같이 나는 향"", ""레몬 같은 산뜻함"", ""노란 꽃 느낌""]}",ok,,1,638,121,2.129,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:11.997240+00:00
A-284-3,A,284,3,깨끗하고 고급스러운 꽃향이면 좋겠어. 흰 꽃이 중심이고 나무 향이 받쳐주면서 감귤의 상큼함도 원해.,2,"{
  ""scent_preference"": [
    ""flower"",
    ""white flower"",
    ""woody"",
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""깨끗하고 고급스러운 느낌"",
    ""흰 꽃이 중심"",
    ""나무 향이 받쳐줌"",
    ""감귤의 상큼함""
  ]
}","{""scent_preference"": [""flower"", ""white flower"", ""woody"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""깨끗하고 고급스러운 느낌"", ""흰 꽃이 중심"", ""나무 향이 받쳐줌"", ""감귤의 상큼함""]}",ok,,1,640,132,1.919,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:13.916328+00:00
A-619-1,A,619,1,알싸하고 향긋한 향신료 느낌이 강했으면 좋겠어. 따뜻한 나무 향에 레몬 같은 상큼함도 같이 있으면 해.,2,"{
  ""scent_preference"": [""spicy"", ""wood"", ""citrus""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""알싸하고 향긋한 향신료 느낌이 강했으면 좋겠어"", ""따뜻한 나무 향과 레몬 같은 상큼함이 함께 있으면 해""]
}","{""scent_preference"": [""spicy"", ""wood"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""알싸하고 향긋한 향신료 느낌이 강했으면 좋겠어"", ""따뜻한 나무 향과 레몬 같은 상큼함이 함께 있으면 해""]}",ok,,1,638,117,1.469,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:15.386773+00:00
A-619-2,A,619,2,톡 쏘는 매콤함과 허브 향이 중심인 향을 찾고 있어. 나무 냄새가 묵직하게 받쳐주고 감귤 향도 조금 원해.,2,"{
  ""scent_preference"": [
    ""peppery"",
    ""herbal"",
    ""woody"",
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""톡 쏘는 매콤함이 중심"",
    ""허브 향이 중심"",
    ""나무 냄새가 묵직하게 받쳐주기"",
    ""감귤 향이 조금 원함""
  ]
}","{""scent_preference"": [""peppery"", ""herbal"", ""woody"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""톡 쏘는 매콤함이 중심"", ""허브 향이 중심"", ""나무 냄새가 묵직하게 받쳐주기"", ""감귤 향이 조금 원함""]}",ok,,1,645,143,1.701,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:17.087289+00:00
A-619-3,A,619,3,깔끔하지만 따뜻한 향이면 좋겠어. 향신료의 알싸함이 선명하고 숲의 나무 향과 상큼함도 느껴졌으면 해.,2,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""깔끔하지만 따뜻한 향"",
    ""향신료의 알싸함이 선명하게 느껴졌으면 함"",
    ""숲의 나무 향과 상큼함도 느껴졌으면 함""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""깔끔하지만 따뜻한 향"", ""향신료의 알싸함이 선명하게 느껴졌으면 함"", ""숲의 나무 향과 상큼함도 느껴졌으면 함""]}",ok,,1,640,117,2.011,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:19.098360+00:00
A-756-1,A,756,1,레몬이나 오렌지처럼 밝고 상큼한 향이 확실했으면 좋겠어. 나무 향은 가볍게 나고 전체적으로 깨끗하면 해.,2,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""lemon or orange처럼 밝고 상큼한 향"",
    ""나무 향은 가볍게"",
    ""전체적으로 깨끗했으면""
  ]
}","{""scent_preference"": [""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""lemon or orange처럼 밝고 상큼한 향"", ""나무 향은 가볍게"", ""전체적으로 깨끗했으면""]}",ok,,1,640,112,1.376,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:20.474169+00:00
A-756-2,A,756,2,더운 날 부담 없이 쓸 산뜻한 향을 찾고 있어. 감귤 향이 중심이고 맑은 공기처럼 가벼운 느낌이면 좋겠어.,2,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""burden-free for hot days"",
    ""light feeling like fresh/clear air""
  ]
}","{""scent_preference"": [""citrus""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""burden-free for hot days"", ""light feeling like fresh/clear air""]}",ok,,1,639,102,1.508,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:21.982479+00:00
A-756-3,A,756,3,처음부터 끝까지 상큼하고 깔끔했으면 좋겠어. 은은한 허브와 나무 냄새가 섞여 너무 단순하지 않았으면 해.,2,"{
  ""scent_preference"": [""citrus"", ""woody"", ""herbal""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""상큼하고 깔끔한 느낌"", ""은은한 허브와 나무 냄새가 섞여 너무 단순하지 않기""]
}","{""scent_preference"": [""citrus"", ""woody"", ""herbal""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""상큼하고 깔끔한 느낌"", ""은은한 허브와 나무 냄새가 섞여 너무 단순하지 않기""]}",ok,,1,640,111,1.719,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:23.701435+00:00
A-1067-1,A,1067,1,따뜻한 향신료 냄새가 강하고 나무 향도 깊었으면 좋겠어. 쌉싸름한 커피 향까지 느껴지면 해.,4,"{
  ""scent_preference"": [""spice"", ""woody"", ""coffee""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""HIGH"",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""warm spicy scent"", ""deep woody scent"", ""bitter coffee scent if possible""]
}","{""scent_preference"": [""spice"", ""woody"", ""coffee""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""warm spicy scent"", ""deep woody scent"", ""bitter coffee scent if possible""]}",ok,,1,639,96,1.873,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:25.574240+00:00
A-1067-2,A,1067,2,커피와 따뜻한 향신료를 같이 떠올리게 하는 묵직한 향을 찾고 있어. 흙내음 나는 나무 향도 원해.,4,"{
  ""scent_preference"": [""Coffee"", ""spices"", ""woody""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""흙내음 나는 나무 향도 원함"", ""커피와 따뜻한 향신료를 같이 떠올리게 하는 묵직한 향을 원함""]
}","{""scent_preference"": [""Coffee"", ""spices"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""흙내음 나는 나무 향도 원함"", ""커피와 따뜻한 향신료를 같이 떠올리게 하는 묵직한 향을 원함""]}",ok,,1,638,107,2.022,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:47:27.595763+00:00
