query_id,query_text,source,split_status,raw_response,parsed,status,error,attempts,prompt_tokens,completion_tokens,latency_seconds,model_name,prompt_sha256,run_timestamp
SQ0011,너무 비싸지 않지만 남들이 쓰는 흔한 향수 말고 힙하면서 노트는 단순하거나 리니어하지 않고 복잡하면서도 탑에서 오는 존재감이 뚜렷하고 베이스는 바닐라나 럼 같은 쪽 말고 우드나 그나마 앰버 정도로 가되 너무 싼티나는 인공적인 향은 아니었으면 좋겠네,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""Vanilla"", ""Amber"", ""Woody""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [""too cheap and artificial-smelling scent""],
  ""additional_requirements"": [""not too expensive"", ""not a common scent that many people use"", ""hip/vibe"", ""top notes presence is clear"", ""notes are not simple or linear"", ""complex without being overly artificial"", ""base should not be vanilla or rum; prefer wood or amber instead""]
}","{""scent_preference"": [""Vanilla"", ""Amber"", ""Woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""too cheap and artificial-smelling scent""], ""additional_requirements"": [""not too expensive"", ""not a common scent that many people use"", ""hip/vibe"", ""top notes presence is clear"", ""notes are not simple or linear"", ""complex without being overly artificial"", ""base should not be vanilla or rum; prefer wood or amber instead""]}",ok,,1,692,131,1.398,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:49.176062+00:00
SQ0012,샤워하고 나온듯한 따뜻하고 포근한 느낌의 향기를 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""샤워하고 나온듯한 느낌"",
    ""따뜻하고 포근한 느낌""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""샤워하고 나온듯한 느낌"", ""따뜻하고 포근한 느낌""]}",ok,,1,620,90,1.824,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:51.000396+00:00
SQ0013,"음,, 클린웜코튼과 같은 샤워하고 나온 향기로운 냄새를 좋아하기도 하고, 포맨트 블랙처럼 무난한 향을 좋아하기도 해.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Clean"",
    ""Cotton""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""샤워하고 나온 향기로운 냄새 같은 느낌을 선호"",
    ""무난한 향을 선호""
  ]
}","{""scent_preference"": [""Clean"", ""Cotton""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""샤워하고 나온 향기로운 냄새 같은 느낌을 선호"", ""무난한 향을 선호""]}",ok,,1,643,109,1.438,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:52.438549+00:00
SQ0014,꽃냄새와 우드의 중간 계열이고 가볍지 않은 조금 무거운 향이 났으면 해. 무거운 향이지만 달달한 냄새로,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""Rose"", ""woody""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""꽃냄새와 우드의 중간 계열"", ""가볍지 않은 조금 무거운 향"", ""무거운 향이지만 달달한 냄새""]
}","{""scent_preference"": [""Rose"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""꽃냄새와 우드의 중간 계열"", ""가볍지 않은 조금 무거운 향"", ""무거운 향이지만 달달한 냄새""]}",ok,,1,642,112,1.407,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:53.845950+00:00
SQ0015,여름 향수 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""여름 향수 추천""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""여름 향수 추천""]}",ok,,1,607,83,1.245,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:55.091234+00:00
SQ0016,"달달한 플로럴한 계열이 좋은데 남자가 사용할 거라 너무 여성스러운 느낌이 안 났으면 좋겠고, 또 너무 과한 시트러스 때문에 세제 냄새는 안 났으면 좋겠어.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Vanilla"",
    ""Rose"",
    ""Floral""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""citrus""
  ],
  ""additional_requirements"": [
    ""달달한 플로럴한 계열 선호"",
    ""너무 여성스러운 느낌은 피하고 싶음"",
    ""너무 과한 시트러스 때문에 세제 냄새 같은 느낌은 피하고 싶음""
  ]
}","{""scent_preference"": [""Vanilla"", ""Rose"", ""Floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""citrus""], ""additional_requirements"": [""달달한 플로럴한 계열 선호"", ""너무 여성스러운 느낌은 피하고 싶음"", ""너무 과한 시트러스 때문에 세제 냄새 같은 느낌은 피하고 싶음""]}",ok,,1,653,150,1.995,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:57.086469+00:00
SQ0017,싸가지 없어 보이지만 능력이 좋아서 재수없는 와중에 내사람이 되면 따뜻하고 유머있게 변하는 사람이 쓸만한 향수 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""싸가지 없어 보이지만 능력이 좋아서 재수없는 와중에 내사람이 되면 따뜻하고 유머있게 변하는 사람"",
    ""따뜻하고 유머있는 분위기""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""싸가지 없어 보이지만 능력이 좋아서 재수없는 와중에 내사람이 되면 따뜻하고 유머있게 변하는 사람"", ""따뜻하고 유머있는 분위기""]}",ok,,1,641,115,1.456,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:58.541975+00:00
SQ0018,"중성적인 향, 너무 강하지 않게, 산뜻하고 가벼운 느낌의 향수를 추천해줘.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""neuter""
    ]
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""산뜻하고 가벼운 느낌""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""산뜻하고 가벼운 느낌""]}",ok,,1,626,89,1.344,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T12:59:59.885617+00:00
SQ0019,"상큼한 향 그리고, 맡으면 시원해지는 향수 추천해줘",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""상큼한 향"",
    ""맡으면 시원해지는 향""
  ]
}","{""scent_preference"": [""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""상큼한 향"", ""맡으면 시원해지는 향""]}",ok,,1,617,95,1.322,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:01.207219+00:00
SQ0020,아로마티카 같이 허브 향이 나는 향수를 추천해줘.,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""herbal"",
    ""herbs""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""아로마티카 같이 허브 향이 나는 향수""
  ]
}","{""scent_preference"": [""herbal"", ""herbs""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""아로마티카 같이 허브 향이 나는 향수""]}",ok,,1,617,97,1.254,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:02.461499+00:00
SQ0021,꽃향기가 나면서도 시원한 느낌을 원해. 여자에게 이 남자 조금 신경 쓰는 남자라는 인상을 주고 싶어!,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Rose""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""꽃향기이면서 시원한 느낌"",
    ""여자에게 이 남자가 조금 신경 쓰는 남자라는 인상을 주고 싶음""
  ]
}","{""scent_preference"": [""Rose""], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""꽃향기이면서 시원한 느낌"", ""여자에게 이 남자가 조금 신경 쓰는 남자라는 인상을 주고 싶음""]}",ok,,1,634,116,1.676,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:04.137253+00:00
SQ0022,"나 향수를 잘 모르는데, 깔끔한 스타일의 향을 필요로 해. 최대 15만원 안팎",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""깔끔한 스타일"", ""가격 15만원 안팎""]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""깔끔한 스타일"", ""가격 15만원 안팎""]}",ok,,1,626,81,1.431,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:05.567976+00:00
SQ0023,"나 비누향 엄청 좋아하는데 은은하면서 포근한, 부담스럽지 않은 향수를 추천해줘. 나는 20대 후반의 남자이고, 과한 향은 어지러워 하는 편이야. 특히 목욕탕 스킨 냄새는 진짜 싫어해.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""soap""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""male""]
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """"
  },
  ""avoid"": [""bathhouse skin scent""],
  ""additional_requirements"": [""은은하면서 포근한 느낌"", ""부담스럽지 않은 향"", ""과한 향은 어지러울 수 있음"", ""목욕탕 스킨 냄새는 싫음""],
  ""additional_requirements"": [""은은하면서 포근한 느낌"", ""부담스럽지 않은 향"", ""과한 향은 어지러울 수 있음"", ""목욕탕 스킨 냄새는 싫음""]
}","{""scent_preference"": [""soap""], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [""bathhouse skin scent""], ""additional_requirements"": [""은은하면서 포근한 느낌"", ""부담스럽지 않은 향"", ""과한 향은 어지러울 수 있음"", ""목욕탕 스킨 냄새는 싫음""]}",ok,,1,667,169,1.985,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:07.553018+00:00
SQ0024,이 편지는 영국에서 최초로 시작되어 일년에 한바퀴를 돌면서 받는 사람에게 행운을 주었고 지금은 당신에게로 옮겨진 이 편지는 4일 안에 당신 곁을 떠나야 합니다. 이 편지를 포함해서 7통을 행운이 필요한 사람에게 보내 주셔야 합니다. 복사를 해도 좋습니다. 혹 미신이라 하실지 모르지만 사실입니다. 영국에서 HGXWCH이라는 사람은 1930년에 이 편지를 받았습니다. 그는 비서에게 복사해서 보내라고 했습니다. 며칠 뒤에 복권이 당첨되어 20억을 받았습니다. 어떤 이는 이 편지를 받았으나 96시간 이내 자신의 손에서 떠나야 한다는 사실을 잊었습니다. 그는 곧 사직되었습니다. 나중에야 이 사실을 알고 7통의 편지를 보냈는데 다시 좋은 직장을 얻었습니다. 미국의 케네디 대통령은 이 편지를 받았지만 그냥 버렸습니다. 결국 9일 후 그는 암살당했습니다. 기억해 주세요. 이 편지를 보내면 7년의 행운이 있을 것이고 그렇지 않으면 3년의 불행이 있을 것입니다. 그리고 이 편지를 버리거나 낙서를 해서는 절대로 안됩니다. 7통입니다. 이 편지를 받은 사람은 행운이 깃들 것입니다. 힘들겠지만 좋은 게 좋다고 생각하세요. 7년의 행운을 빌면서... 가 연상되는 향수가 뭐가 있을까?,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""‘행운을 주는 편지’, ‘7년의 행운/3년의 불행’, ‘7통을 보내기’, ‘4일 내로 떠나야 함’ 같은 미신적 분위기 연상"",
    ""힘들겠지만 좋은 게 좋다고 생각하는 정서 연상""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""‘행운을 주는 편지’, ‘7년의 행운/3년의 불행’, ‘7통을 보내기’, ‘4일 내로 떠나야 함’ 같은 미신적 분위기 연상"", ""힘들겠지만 좋은 게 좋다고 생각하는 정서 연상""]}",ok,,1,936,136,1.793,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:09.346163+00:00
SQ0025,내가 쓰는 향수랑 비슷한 향이 나는 다른 향수가 궁금하다,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""현재 사용 중인 향수와 비슷한 향의 다른 향수""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""현재 사용 중인 향수와 비슷한 향의 다른 향수""]}",ok,,1,619,87,1.694,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:11.039856+00:00
SQ0026,플로럴? 꽃 냄새는 별로고 좀 포근하고 딱 맡았을 때 와 진짜 어른 여자<< 같은 느낌이 되고싶은데 어떤 향수가 좋을까요?,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""floral"",
    ""꽃 냄새""
  ],
  ""additional_requirements"": [
    ""포근한 느낌"",
    ""딱 맡았을 때 '와 진짜 어른 여자' 같은 느낌""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""floral"", ""꽃 냄새""], ""additional_requirements"": [""포근한 느낌"", ""딱 맡았을 때 '와 진짜 어른 여자' 같은 느낌""]}",ok,,1,643,109,1.72,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:12.760067+00:00
