query_id,query_type,query,resolution_status,resolution_rate,rank,perfume_id,name,brand,final_score,base_match_score,evidence_coverage,accord_match,note_match,season_match,daypart_match,popularity_magnitude,popularity_quartile,explanation,all_conditions_satisfied
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,2,11109,Ponant,Charrier Parfums,1.0,1.0,1.0,1.0,,,,145.0,Q3,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,3,19325,Beauty Cafe,Faberlic,1.0,1.0,1.0,1.0,,,,1603.0,Q4,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,4,58560,Daring,Nicole Scherzinger,1.0,1.0,1.0,1.0,,,,165.0,Q3,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,5,73237,Aftrdrk,MVRN Parfums,1.0,1.0,1.0,1.0,,,,44.0,Q2,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,6,112635,La Fede Aura Pista Dessert,Khadlaj Perfumes,1.0,1.0,1.0,1.0,,,,304.0,Q3,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,7,112637,La Fede Lavish Luna,Khadlaj Perfumes,1.0,1.0,1.0,1.0,,,,65.0,Q2,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,8,112640,Eau de Soleil,Fragrance World,1.0,1.0,1.0,1.0,,,,981.0,Q4,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,9,112722,REEM VANILLA,Aalam Al Zaafran,1.0,1.0,1.0,1.0,,,,28.0,Q2,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q003,ACCORD_ONLY,sweet 향,RESOLVED,1.0,10,121406,African Gold,Callisto,1.0,1.0,1.0,1.0,,,,50.0,Q2,이 향수의 계산 근거는 sweet Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,1,54,Shalimar Legere,Guerlain,1.0,1.0,1.0,1.0,,,,1821.0,Q4,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,2,57,Aqua Allegoria Pamplelune,Guerlain,1.0,1.0,1.0,1.0,,,,16172.0,Q4,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,3,58,Aqua Allegoria Gentiana,Guerlain,1.0,1.0,1.0,1.0,,,,1673.0,Q4,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,4,59325,Museum The Bolt,Museum Parfums,1.0,1.0,1.0,1.0,,,,143.0,Q3,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,5,59340,Avocado Co-Wash,Lush,1.0,1.0,1.0,1.0,,,,2843.0,Q4,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,6,59472,Velvet Summer,Eudora,1.0,1.0,1.0,1.0,,,,52.0,Q2,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,7,109991,Neroli De Grasse,Solitude,1.0,1.0,1.0,1.0,,,,32.0,Q2,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,8,109996,Twin Flame,House of Atropa,1.0,1.0,1.0,1.0,,,,129.0,Q3,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,9,134491,Macadâmia + Bergamota,Labotrat,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q004,ACCORD_ONLY,citrus 향,RESOLVED,1.0,10,134520,Leaf Crush,INSENF,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 citrus Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,1,36618,City High,BillyXClub,1.0,1.0,1.0,1.0,,,,29.0,Q2,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,2,36619,Cardigan,Ésika,1.0,1.0,1.0,1.0,,,,151.0,Q3,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,3,47025,Futura La Homme Intense,Armaf,1.0,1.0,1.0,1.0,,,,404.0,Q4,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,4,47032,Luminescence for Him,Ajmal,1.0,1.0,1.0,1.0,,,,131.0,Q3,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,5,59371,The Denim Jacket,Zara,1.0,1.0,1.0,1.0,,,,185.0,Q3,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,6,75468,Beso Feliz,Beso Beach Perfumes,1.0,1.0,1.0,1.0,,,,815.0,Q4,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,7,121681,Money Money Green Cash,Red Label,1.0,1.0,1.0,1.0,,,,3.0,Q1,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,8,121683,Money Money Rich Dandy,Red Label,1.0,1.0,1.0,1.0,,,,5.0,Q1,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,9,122055,Lawn 绿羊毛,Scent Chant 宣香,1.0,1.0,1.0,1.0,,,,59.0,Q2,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q005,ACCORD_ONLY,aromatic 향,RESOLVED,1.0,10,134473,Summer Love,L'Orientale Fragrances,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 aromatic Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,1,112,Diavolo,Antonio Banderas,1.0,1.0,1.0,1.0,,,,2655.0,Q4,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,2,21117,Old West,Tru Western,1.0,1.0,1.0,1.0,,,,15.0,Q1,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,3,31113,Malabar,Code Deco,1.0,1.0,1.0,1.0,,,,18.0,Q1,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,4,45085,Géranium D'Espagne (Spanish Geranium),Lanvin,1.0,1.0,1.0,1.0,,,,61.0,Q2,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,5,59895,L'Eau Froide,Serge Lutens,1.0,1.0,1.0,1.0,,,,1551.0,Q4,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,6,95414,Tea Me Up,Scentsory,1.0,1.0,1.0,1.0,,,,48.0,Q2,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,7,95434,Luxe Aoud,Neesh Perfumes,1.0,1.0,1.0,1.0,,,,54.0,Q2,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,8,95435,Night,Ecstopia,1.0,1.0,1.0,1.0,,,,72.0,Q2,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,9,122013,Ember,KIDA KYO,1.0,1.0,1.0,1.0,,,,12.0,Q1,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q006,ACCORD_ONLY,fresh spicy 향,RESOLVED,1.0,10,134408,V.I.P. Men,Maison Viegas,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 fresh spicy Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,1,65,Aqua Allegoria Foliflora,Guerlain,1.0,1.0,1.0,1.0,,,,921.0,Q4,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,2,97,Envy,Gucci,1.0,1.0,1.0,1.0,,,,12865.0,Q4,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,3,15883,High School Musical Gabriella,Disney,1.0,1.0,1.0,1.0,,,,33.0,Q2,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,4,47645,Nieuw Amsterdam,Atelier Bloem,1.0,1.0,1.0,1.0,,,,221.0,Q3,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,5,47651,Tupinambà,Aulentissima,1.0,1.0,1.0,1.0,,,,30.0,Q2,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,6,94054,Thanaghum Khamrah,FAAN,1.0,1.0,1.0,1.0,,,,37.0,Q2,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,7,107920,Glycine Vagabonde 蝴蝶花,Aromag 岩兰,1.0,1.0,1.0,1.0,,,,90.0,Q3,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,8,134439,Shangri-La: Royal Kynam,Ensar Oud,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,9,134489,Flor de Ameixa + Baunilha,Labotrat,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q007,ACCORD_ONLY,floral 향,RESOLVED,1.0,10,134517,Eau Vitaminée Impulsion Citron,Biotherm,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 floral Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,1,12263,BOSS The Collection Velvet & Amber,Hugo Boss,1.0,1.0,1.0,1.0,,,,654.0,Q4,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,2,44551,Paris – Bombay,Stéphanie de Bruijn - Parfum sur Mesure,1.0,1.0,1.0,1.0,,,,191.0,Q3,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,3,44552,Citizen X,Ex Nihilo,1.0,1.0,1.0,1.0,,,,1779.0,Q4,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,4,46618,Tuberose + Frankincense,Waters + Wild Perfumery,1.0,1.0,1.0,1.0,,,,94.0,Q3,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,5,50520,Man Independent Sunset,Parli Parfum,1.0,1.0,1.0,1.0,,,,30.0,Q2,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,6,50524,Cashmere Mist Essence,Donna Karan,1.0,1.0,1.0,1.0,,,,1056.0,Q4,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,7,103568,Vaillelt,Antonio Marras,1.0,1.0,1.0,1.0,,,,6.0,Q1,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,8,111321,Numero 6,Posh Extrait,1.0,1.0,1.0,1.0,,,,50.0,Q2,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,9,111325,Royal Agar,Deraah Private,1.0,1.0,1.0,1.0,,,,19.0,Q1,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q008,ACCORD_ONLY,amber 향,RESOLVED,1.0,10,111349,SKIN FETISH,ŌURTE,1.0,1.0,1.0,1.0,,,,167.0,Q3,이 향수의 계산 근거는 amber Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,1,71,Kenzo Jungle Homme,Kenzo,1.0,1.0,1.0,1.0,,,,7391.0,Q4,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,2,95,Nu,Yves Saint Laurent,1.0,1.0,1.0,1.0,,,,7983.0,Q4,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,3,17404,Ultima,Revlon,1.0,1.0,1.0,1.0,,,,306.0,Q3,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,4,69005,Kahwa,Boadicea the Victorious,1.0,1.0,1.0,1.0,,,,775.0,Q4,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,5,83331,Whisky & Cherry,ABD Malik,1.0,1.0,1.0,1.0,,,,32.0,Q2,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,6,100136,Qasaed Al Sultan,Lattafa Perfumes,1.0,1.0,1.0,1.0,,,,527.0,Q4,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,7,100193,Zhú Lóng 烛龙,Sept Neuf 七寸九,1.0,1.0,1.0,1.0,,,,39.0,Q2,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,8,134331,Let's Go Upstairs,yDe,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,9,134368,Espresso d’Florence,Redolere Parfums,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q009,ACCORD_ONLY,warm spicy 향,RESOLVED,1.0,10,134409,Royal for Glory,Maison Viegas,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 warm spicy Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,1,56,Aqua Allegoria Tutti Kiwi,Guerlain,1.0,1.0,1.0,1.0,,,,1266.0,Q4,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,2,84,Provocative Woman,Elizabeth Arden,1.0,1.0,1.0,1.0,,,,4705.0,Q4,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,3,98260,Sweet Evil,Kevin Schepis,1.0,1.0,1.0,1.0,,,,134.0,Q3,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,4,98296,Nebuluxe,Zlaza,1.0,1.0,1.0,1.0,,,,14.0,Q1,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,5,98297,Spectre 747-500 Sensations of Crimson Echoes,Alûstre,1.0,1.0,1.0,1.0,,,,68.0,Q2,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,6,98351,La Foret Fairy,Scarlett,1.0,1.0,1.0,1.0,,,,52.0,Q2,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,7,134398,Rose 96',Orchid Lane,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,8,134429,This Is Her! Red Hot,Zadig & Voltaire,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,9,134435,Suavis Corium,Aura Eximia,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q010,ACCORD_ONLY,fruity 향,RESOLVED,1.0,10,134436,Gratia Aestiva,Aura Eximia,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 fruity Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,1,6098,Wild Musk,Coty,1.0,1.0,1.0,1.0,,,,2938.0,Q4,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,2,42213,New Barbers The Vert Bambou,Les Parfums Suspendus,1.0,1.0,1.0,1.0,,,,8.0,Q1,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,3,42223,Eau Nude,Next,1.0,1.0,1.0,1.0,,,,240.0,Q3,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,4,42290,Men's Club,Helena Rubinstein,1.0,1.0,1.0,1.0,,,,154.0,Q3,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,5,53802,DKNY Women Limited Edition,Donna Karan,1.0,1.0,1.0,1.0,,,,207.0,Q3,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,6,75320,Lazure,Lazure Perfumes,1.0,1.0,1.0,1.0,,,,517.0,Q4,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,7,75347,Soiree Blanche Parfum,LANSY,1.0,1.0,1.0,1.0,,,,31.0,Q2,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,8,86294,Inertia,The Dua Brand,1.0,1.0,1.0,1.0,,,,11.0,Q1,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,9,88754,Celebrate Life,We Pink,1.0,1.0,1.0,1.0,,,,1411.0,Q4,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q011,ACCORD_ONLY,musky 향,RESOLVED,1.0,10,122365,Emishiki Sensation White,Tada Parfumeur,1.0,1.0,1.0,1.0,,,,38.0,Q2,이 향수의 계산 근거는 musky Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,1,11679,Happy Spirit Elixir d'Amour,Chopard,1.0,1.0,1.0,1.0,,,,586.0,Q4,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,2,11684,Classic Limited Edition,Banana Republic,1.0,1.0,1.0,1.0,,,,103.0,Q3,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,3,40439,Éperdument,Antonio Alessandria,1.0,1.0,1.0,1.0,,,,275.0,Q3,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,4,40499,Turbulences,Louis Vuitton,1.0,1.0,1.0,1.0,,,,1714.0,Q4,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,5,40564,Nº 1 Azahar Radiante ,Victorio & Lucchino,1.0,1.0,1.0,1.0,,,,598.0,Q4,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,6,40584,Madame de Ed Pinaud la Passionnée,Ed Pinaud,1.0,1.0,1.0,1.0,,,,12.0,Q1,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,7,78579,La Nuit Trésor Fleur de Nuit,Lancôme,1.0,1.0,1.0,1.0,,,,4054.0,Q4,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,8,110354,Habik For Women,Lattafa Perfumes,1.0,1.0,1.0,1.0,,,,4057.0,Q4,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,9,134485,Sorbet Melon,Le Sensier,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
Q012,ACCORD_ONLY,white floral 향,RESOLVED,1.0,10,134497,Perfect Muse by Ana Paula Siebert,BRAÉ,1.0,1.0,1.0,1.0,,,,0.0,Q1,이 향수의 계산 근거는 white floral Accord 강도 100점입니다.,True
