query_id,query_text,source,source_row,review_status,split_status,memo
SQ0044,너무 달지 않고 피코디아말피는 여름 느낌인데 겨울 느낌 나는 향 추천해줘.,survey_2026_08,45,UNREVIEWED,UNASSIGNED,
SQ0045,"나 바카라루쥬, 어벤투스, 포비앤바알리 좋아하는데 내가 좋아하는 향이 무엇인지 정리해주고 내가 좋아할만한 향 추천해줘.",survey_2026_08,46,UNREVIEWED,UNASSIGNED,
SQ0046,"꽃 향기가 나면 좋겠는데, 달달한 정도를 1~5점으로 표현했을 때, 3정도였으면 좋겠고 알싸한 정도는 거의 없으면 좋겠어. 장미향 같은 향도 좋고 대부분의 꽃향기면 다 좋아. 이와 유사한 향을 가진 향수의 종류가 무엇이 있을까?",survey_2026_08,47,UNREVIEWED,UNASSIGNED,
SQ0047,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향이 들어간 향수를 추천해줘.",survey_2026_08,48,UNREVIEWED,UNASSIGNED,
SQ0048,여름에 레이어링할 가볍고 상쾌한 향의 향수를 추천해줘,survey_2026_08,49,UNREVIEWED,UNASSIGNED,
SQ0049,랄프로렌 스타일과 어울리는 향수는?,survey_2026_08,50,UNREVIEWED,UNASSIGNED,
SQ0050,"상큼하고 밝은 향을 원해, 무게감이 가벼운 향을 선호하고 이끼, 물비린내는 안좋아해 가장 선호하는 향 종류는 시트러스, 우디, 레몬 계열이고 달달한 느낌은 선호하지 않아",survey_2026_08,51,UNREVIEWED,UNASSIGNED,
SQ0051,"너는 최고급 니치 향수 전문 컨설턴트야. 내가 좋아하는 향을 설명해 줄테니까, 이 향의 핵심 포인트를 정확히 이해하고 나와 어울리는 향수를 추천해줘. [내가 좋아하는 향수 포인트] - 톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향 - 과하지 않은 은은한 복숭아 향 - 단순한 비누향이 아닌, 니치 향수 특유의 깊고 크리미한 잔향 위의 포인트와 결이 비슷한 향수 3가지를 추천해 줘. 각 향수마다 왜 이 향수를 골랐는지, 그리고 어떤 매력이 있는지 자세히 설명해 줬으면 좋겠어.",survey_2026_08,52,UNREVIEWED,UNASSIGNED,
SQ0052,"나는 우디향을 좋아하는데, 남성적인 향은 싫어. 중성적인 향도 별로야. 너무 향이 빨리 날아가지 않았으면 좋겠는데 잔향도 좋았으면 좋겠어. 그렇다고 너무 흔한 향수는 싫고, 너무 비싼 향수는 내가 아직 부담스러워. 어떤 향수가 나에게 좋을까? 우디, 머스크 이런 쪽을 좋아하는 것 같아. 딥티크의 도손 써본적있어",survey_2026_08,53,UNREVIEWED,UNASSIGNED,
SQ0053,"자연의 향을 좋아해. 우디, 시트러스, 베르가못 계열같은 향들. 달콤한 냄새는 별로 좋아하지 않고 우디, 시트러스 향이 나면서 자연스러운 향이 좋아. 그리고 머스크향 같은 것도 좋아해. 너무 향이 쎄지 않았으면 좋겠어.",survey_2026_08,54,UNREVIEWED,UNASSIGNED,
SQ0054,네,survey_2026_08,55,UNREVIEWED,UNASSIGNED,
SQ0055,여름에 쓰려고 하는데 시트러스하지만 머스크한 느낌을 품고 있으면서 그렇다고 너무 무겁지 않은 향을 추천받고싶어 그리고 달달한 느낌보다는 화이트플로럴계열이 더 나은것같아,survey_2026_08,56,UNREVIEWED,UNASSIGNED,
SQ0056,데일리로 쓰고 싶고 너무 남자 향수 같은 느낌이 들지 않았으면 좋겠어요. 그리고 플로럴 계열이나 프룻티한 느낌이 좋아요. 그런데 시트러스한 느낌은 좀 적었으면 좋겠어요,survey_2026_08,57,UNREVIEWED,UNASSIGNED,
SQ0057,나는 묵직한 우드향을 좋아하고 향수 용량이 큰 걸 찾고 있어. 전체적으로 디자인이 깔끔하고 퓨어한 이미지면 좋을 것 같아. 가격대는 10만원대로 찾고 있고 하루동안 향이 나왔으면 좋겠어.,survey_2026_08,58,UNREVIEWED,UNASSIGNED,
SQ0058,"여름 바다가 생각나는 시원한 향으로 향수 추천해줘. 가격이 10만원 미만이고 지속력이 은은하게 긴 향수면 좋겠어. 여자고 너무 진한향이나 우드, 머스크는 좋아하지않으니까 제외하고 추천해줘.",survey_2026_08,59,UNREVIEWED,UNASSIGNED,
SQ0059,은은하면서 달달하고 그렇게 역하지 않은 향수 추천 부탁해,survey_2026_08,60,UNREVIEWED,UNASSIGNED,
SQ0060,여름에 뿌릴만한 남성용 향수 추천해줘 예산은 20만원 이하로 부탁해,survey_2026_08,61,UNREVIEWED,UNASSIGNED,
SQ0061,비 온 뒤의 숲의 냄새,survey_2026_08,62,UNREVIEWED,UNASSIGNED,
SQ0062,"내가 주로 사용했던 향수는 베르사체 딜런퍼플, 아쿠아 디파르마, 르라보 모하비고스트, 티파니앤코 러브포힘,딥디크 플레르드뽀 인데 비슷한 향을 가진 향수 추천해줘.",survey_2026_08,63,UNREVIEWED,UNASSIGNED,
SQ0063,넵,survey_2026_08,64,UNREVIEWED,UNASSIGNED,
SQ0064,로즈마리 녹차 레몬 사과같은 가볍고 청량한 향에 살짝 우디한 향이 가미되서 무게감이 있으면 좋겠고 파우더리한 향이나 머스크향은 없으면 좋겠어,survey_2026_08,65,UNREVIEWED,UNASSIGNED,
SQ0065,내 최애캐를 이미지화한 향수를 만들어줘.,survey_2026_08,66,UNREVIEWED,UNASSIGNED,
SQ0066,"너는 향수 매장에서 향수를 판매하고 있는 셀러야. 모든 종류의 향수를 판매하고있어서 어울리는 향수를 찾아서 추천할 수 있어. 나는 향수를 뿌려본 적 없어서 관련 지식이 없는 사람이야. 그런 사람이 이해할 수 있게 설명을 곁들여서 향수를 세가지 추천해줘 다양한 향과 가격대로 추천할 것 나는 20대 중반 남성이고, 교육을 수강하러 다녀. 향수를 뿌림으로써 다음 효과를 기대해 주변 동료들이 느끼기에 깔끔한 이미지 얻음 너무 강하지 않아 은은한 향으로 상대방에게 불쾌감을 주지 않음",survey_2026_08,67,UNREVIEWED,UNASSIGNED,
SQ0067,데이트갈때 우드향나고 은은하게 났으면 좋겠어.,survey_2026_08,68,UNREVIEWED,UNASSIGNED,
SQ0068,"아래 조건에 부합하는 향수 3가지 추천해. 향수의 향과 가격 등 상세 정보와 추천하는 이유 작성해서 제출하도록. 좋아하는 향: 달다구리, 시트러스 계열도 괜찮음 싫어하는 향: 담배냄새 지속력: 한 번 뿌렸을 때 잔향이 좀 오래 갔으면 함 가격: 20만원 이내",survey_2026_08,69,UNREVIEWED,UNASSIGNED,
SQ0069,"향수1, 향수2, 향수3 쓰고 있는데 비슷한 느낌의 향수 추천해줘 계절감 고려해서 알려줘",survey_2026_08,70,UNREVIEWED,UNASSIGNED,
SQ0070,"나는 향에 예민해서 계속 맡아도 머리 아프지 않은 자연스러운 향수가 필요해. 우디나 금속, 가죽 느낌은 싫고 너무 화장품 느낌도 싫어. 자연에서 유래된 향이었으면 좋겠어. 너무 달콤한 것도 별로야. 우디가 섞이더라도 메인 노트가 아니면 괜찮아. 그리고 너무 흔해서 남들이 엄청 많이 쓰는 향은 아니었으면 좋겠어. 워터 베이스면 더 좋아.",survey_2026_08,71,UNREVIEWED,UNASSIGNED,
SQ0071,겨울 아침에 딱~ 일어나서 창문을 열었는데 느껴지는 차갑고 상쾌한 향(탑노트). 점심에 느껴지는 밸런스가 느껴지는 머스크 계열의 향(미들노트) .저녁에 느껴지는 해가지는 느낌의 우디한 무거운 향(베이스노트),survey_2026_08,72,UNREVIEWED,UNASSIGNED,
SQ0072,"내가 원하는 향수는 데일리로 가볍게 사용할 수 있는 향수야. 탑노트는 조금 가벼운 느낌이었으면 좋겠고, 미들노트는 머스크 향이 가볍지만 깔끔하게 깔렸으면 좋겠어.",survey_2026_08,73,UNREVIEWED,UNASSIGNED,
SQ0073,"나는 깨끗하고 시원한 향을 좋아하고, 편백나무, 산내음처럼 자연스러운 향을 좋아해. 그래서 주로 우디나 플로럴한 계열을 좋아하는데, 대신 스파이시한 계열은 좋아하지 않아. 이런 나한테 향수를 추천해줄래?",survey_2026_08,74,UNREVIEWED,UNASSIGNED,
SQ0074,"진한 향수는 싫어, 가벼운 향수를 원하고 너무 우디하지 않은 풀냄새 계열의 향수를 추천해줘. 근데 또 너무 진한건 싫어. 플로럴 향은 제외해줘. 다시 한번 말하는데 향이 진하면 안돼. 여름 제외하고 사용할 거야. 가격대별로 한국에서 구매할 수 있는 향수 리스트를 알려줘.",survey_2026_08,75,UNREVIEWED,UNASSIGNED,
SQ0075,넵 알겠습니다.,survey_2026_08,76,UNREVIEWED,UNASSIGNED,
SQ0076,"행복하게 해주는 허브 향 (로즈마리가 메인이면서, 조화롭게 어우러지는 다른 허브 들)",survey_2026_08,77,UNREVIEWED,UNASSIGNED,
SQ0077,"이번에 데이트를 하게 됬는데 지금은 여름이고 난 겨울용 향수밖에 없어. 현재 메인으로 쓰고있는 향수는 러쉬의 트와일라잇 향수고, 최애향수야. 은은한 머스크향도 좋아하고 플로럴향도 포함되어있는 여름용 향수 몇개 추천해줘.",survey_2026_08,78,UNREVIEWED,UNASSIGNED,
SQ0078,"친구한테 향수를 선물해주고싶어, 탑, 미들 노트는 각각 프룻, 헤비 플로럴이고 잔향은 은은한 바닐라였으면 좋겠어. 가을이 다와가지만 여름에 대한 미련이 살짝 남은듯한 그런 느낌인 향수 추천해줘",survey_2026_08,79,UNREVIEWED,UNASSIGNED,
SQ0079,"약간 달달하지만, 인공적인 향이 나지 않고, 또 너무 강하진 않은 타인이 맡았을 때 부담스럽지 않은 향이 났으면 좋겠어요 또 지속력은 오래가면 좋을 것 같아 아 그리고 러쉬에서 맡은 20만원 정도 하는 향수 되게 향 좋았는데 이름이 기억 안 나 그거도 되게 달달했던거 같은데 좋은 향이었어",survey_2026_08,80,UNREVIEWED,UNASSIGNED,
SQ0080,예,survey_2026_08,81,UNREVIEWED,UNASSIGNED,
SQ0081,"향은 달달하고 프루티한데 은은하게 오래가는 향수 추천해줘,",survey_2026_08,82,UNREVIEWED,UNASSIGNED,
SQ0082,여름에 잘 어울리는 상쾌하고 리프레싱한 향수 추천해줘. 과일향이 나면 좋을 것 같아. 가격대는 30만원대까지 괜찮아.,survey_2026_08,83,UNREVIEWED,UNASSIGNED,
SQ0083,다른사람이 향을 맡았을 때 거슬리지 않고 푸근하고 상큼한 향의 향수,survey_2026_08,84,UNREVIEWED,UNASSIGNED,
SQ0084,"너는 조향사야. 나는 평소에 머스크, 시트러스를 선호하는 편인데, 여름에 사용할 무겁지 않은 향수 추천해줘.",survey_2026_08,85,UNREVIEWED,UNASSIGNED,
SQ0085,"바닐라, 코코넛 향이 나는 향수를 추천해 줘. 백화점에서 직접 살 수 있는 브랜드 향수면 좋겠어. 향수 노트와 연상되는 이미지, 브랜드, 가격을 정리해서 최대한 많이 나열해 줘.",survey_2026_08,86,UNREVIEWED,UNASSIGNED,
SQ0086,"남성용 향수 추천해줘 나는 20살 남성이고 땀이 많은 편이야 땀나는데 향수냄새까지 하면 더 불쾌한 냄새가 난다고 해서 잘 알아보고 사려고해 가능한 모든 웹페이지를 찾아보고 후기, 특성 을 잘 알아보고 추천해줘",survey_2026_08,87,UNREVIEWED,UNASSIGNED,
SQ0087,"3만원에서 10만원 사이 가격대의 향수를 추천해줘. 데이트할 때 상대방에게 나의 향을 각인시키기 위해 일상적으로 뿌려도 거부감 없고, 부담스럽지 않은 향이었으면 좋겠어. 또한 서점과 어울리는 차분하면서 안정되는 향이 좋아. 그리고 너무 여성스러운 이미지의 향보다는 중성적이거나 남성적인 향에 가까운 것이 좋아",survey_2026_08,88,UNREVIEWED,UNASSIGNED,
SQ0088,너무 인위적이지않은 코튼향 추천좀여,survey_2026_08,89,UNREVIEWED,UNASSIGNED,
SQ0089,여름에 쓸 시원한 향이나 시트러스 계열의 향수를 찾고 있어. 10만원 이하의 인터넷 구매 가능한 시원한 향이나 시트러스 계열의 향수를 추천해줄래?,survey_2026_08,90,UNREVIEWED,UNASSIGNED,
SQ0090,"내가 자주 사용하는 모스키노 토이2 EDP 향수가 있는데, 조금 더 저렴한 브랜드 중 이 향이랑 가장 비슷한 향 추천해줘",survey_2026_08,91,UNREVIEWED,UNASSIGNED,
SQ0091,플로럴과 시트러스 향을 위주로 여름에 잘 쓸 수 있는 향수를 추천해줘. 차분하고 성숙한 분위기가 나면 좋겠어. 근데 향이 너무 세서 머리가 아프지 않아야 해. 지속력은 길고 가격은 15만원 안으로 추천해줘.,survey_2026_08,92,UNREVIEWED,UNASSIGNED,
SQ0092,"여름 장마가 올 때, 상쾌한 향기가 나는 향수를 찾고 싶어",survey_2026_08,93,UNREVIEWED,UNASSIGNED,
SQ0093,시트러스 계열의 약간 워터리한 노트를 가진 향수 추천해줄래?,survey_2026_08,94,UNREVIEWED,UNASSIGNED,
SQ0094,난 꽃향이랑 약간 상큼한거 좋아해 가격 상관없이 대중적으로 인기 있는 향수 5개 추천해줘 깨끗하고 부드러운 이미지로 찾아도 돼,survey_2026_08,95,UNREVIEWED,UNASSIGNED,
SQ0095,달콤한데 너무 어리거나 무겁지 않고 상큼한 과일느낌나는 향수 추천해줘. 약간 플로럴한 느낌도 있었으면 좋겠어,survey_2026_08,96,UNREVIEWED,UNASSIGNED,
SQ0096,가을에 맞는 코튼향인데 남자가 사용해도 괜찮을법한 코튼 향수 추천해줘,survey_2026_08,97,UNREVIEWED,UNASSIGNED,
SQ0097,지속력이 좋지만 향이 너무 진하지 않고 플로럴 계열이면서 인공적이지 않고 산뜻한 느낌을 주는 향수를 추천해줘,survey_2026_08,98,UNREVIEWED,UNASSIGNED,
SQ0098,"프롬프트 : 27세 한국인 남성이 사용할 예정이고, 이 사람은 키가 크고 체격이 큰 편이라서 부드러운 인상은 아니야. 또한 여름에 주로 사용할 예정이여서 시원한 분위기가 좋을 것 같아. 리뷰들을 고려해서 적합하고 대중적인 향수 3가지를 추천해.",survey_2026_08,99,UNREVIEWED,UNASSIGNED,
SQ0099,우디향이나 머스크향 같은 묵직한 향을 좋아해. 가격대는 10만원 대의 냄새 지속시간이 긴 향수들 5가지 추천해줘.,survey_2026_08,100,UNREVIEWED,UNASSIGNED,
SQ0100,"은은하고 깨끗한 냄새. 독하지 않아야 함. 자연물 냄새(풀, 꽃, 과즙)가 좋아용",survey_2026_08,101,UNREVIEWED,UNASSIGNED,
SQ0101,네,survey_2026_08,102,UNREVIEWED,UNASSIGNED,
SQ0102,데일리하게 뿌릴 수 있는 향수 근데 아침에 뿌리고 나가도 하루종일 유지되는거 계속 뿌리기 귀찮음,survey_2026_08,103,UNREVIEWED,UNASSIGNED,
SQ0103,음 나는 머스크는 싫어 그리고 장미향도 싫어 그리구 나는 데일리로 사계절 내내 쓰고 싶어 무난하게 호불호 없는 향수 추천해줘,survey_2026_08,104,UNREVIEWED,UNASSIGNED,
SQ0104,"코코넛 향 나는거 추천해줘. 막 달달한 느낌도 아니고 무거운 느낌도 아닌거 같은데, 한번 뿌리면 8시간 이상은 유지되었으면 좋겠어. 바닐라나 막 패션 후르츠같은 완전 단 느낌도 아니야. 그냥 샴푸나 바디워시에서 코코넛 향 되어있는 그런 느낌의 향수를 원해.",survey_2026_08,105,UNREVIEWED,UNASSIGNED,
SQ0105,주말 오후에 따뜻한 햇살을 받으며 침대 위에 누워있는 듯한 느낌의 향수 추천해줘,survey_2026_08,106,UNREVIEWED,UNASSIGNED,
SQ0106,우디 머스크향인데 플로럴 살짝 들어가서 중성적이면서도 여성적인 향수 근데 또 다른 사람들이 흔하게 쓰는 향수가 아니어야 함 잔향도 길게 나야하고 향수 지속성이 길어야함,survey_2026_08,107,UNREVIEWED,UNASSIGNED,
SQ0107,"마냥 나이들어보이지 않지만 너무 대학생같지 않았으면 좋겠는데, 강한 플로럴 계열은 싫고, 차분한데 숲같은 느낌이 좋아. 근데 담백한 과일계열도 좀 들어갔으면 좋겠어. 중성적인 느낌이 좋아.",survey_2026_08,108,UNREVIEWED,UNASSIGNED,
SQ0108,내 이미지와 내가 좋아하는 향이 매치가 안 될 때는 어떻게 원만하게 합의볼 수 있을까?,survey_2026_08,109,UNREVIEWED,UNASSIGNED,
SQ0109,내 스타일과 어울리는 향수를 추천해줘,survey_2026_08,110,UNREVIEWED,UNASSIGNED,
SQ0110,향수에 대해 아무것도 모르는 향수 초보자가 사용할만한 향수 뭐가 있을까? 추천해줘. 참고로 난 너무 쌘 향은 싫어해,survey_2026_08,111,UNREVIEWED,UNASSIGNED,
SQ0111,섬유유연제 같은 인공적인 향이안나면서 뿌렸을때 어느정도 향이 느껴지는 허브계열 향이 나는 향수를 추천해줘,survey_2026_08,112,UNREVIEWED,UNASSIGNED,
SQ0112,가을에 어울리는 우디 계열 향수 추천해줘,survey_2026_08,113,UNREVIEWED,UNASSIGNED,
SQ0113,"시트러스, 우디, 프레시, 머스크",survey_2026_08,114,UNREVIEWED,UNASSIGNED,
SQ0114,나한테 어울리는 향수 찾아줘,survey_2026_08,115,UNREVIEWED,UNASSIGNED,
